序号,题名,作者,来源,发表时间,数据库,被引,下载
641,中国的制度变迁、阶级结构转型和收入不平等:1978-2005,林宗弘 吴晓刚,社会,2010-11-20,期刊,51,2660
642,内部控制、公司违规与监管绩效改进——来自2007—2008年深市上市公司的经验证据,单华军,中国工业经济,2010-11-17,期刊,54,1694
643,我国人口城镇化与土地城镇化协调发展研究,陈凤桂 张虹鸥 吴旗韬 陈伟莲,人文地理,2010-10-15,期刊,234,7126
644,保险业增长水平、结构与影响要素:一个国际比较的视角,郑伟 刘永东 邓一婷,经济研究,2010-08-20,期刊,39,1965
645,社会保障对农村居民消费行为的影响机制分析,姜百臣 马少华 孙明华,中国农村经济,2010-11-30,期刊,61,2319
646,信息竞争性披露、投资者注意力与信息传播效率,于李胜 王艳艳,金融研究,2010-08-25,期刊,46,1945
647,代理冲突、公司治理和上市公司财务欺诈的研究,汪昌云 孙艳梅,管理世界,2010-07-15,期刊,55,4957
648,对巴塞尔新资本协议亲周期效应缓释机制的改进,彭建刚 钟海 李关政,金融研究,2010-09-25,期刊,55,1113
649,我国上市公司配股业绩下滑之谜:盈余管理还是掏空?,王良成 陈汉文 向锐,金融研究,2010-10-25,期刊,41,2359
650,中国城市政府户籍限制政策的一个解释模型:增长与民生的权衡,汪立鑫 王彬彬 黄文佳,经济研究,2010-11-20,期刊,33,2200
651,现金分红对股票收益率波动和基本面信息相关性的影响,宋逢明 姜琪 高峰,金融研究,2010-10-25,期刊,43,2837
652,中国的“压缩”城市化环境与规划应对,张京祥 陈浩,城市规划学刊,2010-11-20,期刊,78,1983
653,风险、社会保障与农村宗教信仰,郑风田 阮荣平 刘力,经济学(季刊),2010-04-30,期刊,53,2708
654,治理环境、企业寻租与交易成本——基于中国上市公司非生产性支出的经验证据,万华林 陈信元,经济学(季刊),2010-01-15,期刊,74,2195
655,知识生产、创新与研发投资回报,严成樑 周铭山 龚六堂,经济学(季刊),2010-04-30,期刊,52,2283
656,土地征用过程中农民、地方政府与国家的关系互动,赵德余,社会学研究,2009-03-20,期刊,92,4348
657,改革开放以来产业结构演进与生产率增长研究——对中国1978～2007年“结构红利假说”的检验,干春晖 郑若谷,中国工业经济,2009-02-17,期刊,276,5890
658,试评IASB/FASB联合概念框架的某些改进——截至2008年10月16日的进展,葛家澍,会计研究,2009-04-15,期刊,193,3834
659,中国地方政府应对市场化改革的策略:抓住经济发展的主动权——理论假说与案例研究,曹正汉 史晋川,社会学研究,2009-07-20,期刊,97,2847
660,贫富差别、城市化与经济增长——一个基于需求因素的经济学分析,沈凌 田国强,经济研究,2009-01-20,期刊,143,8000
661,论主权财富基金的理论逻辑,谢平 陈超,经济研究,2009-02-20,期刊,133,3572
662,管理者背景特征与企业过度投资行为,姜付秀 伊志宏 苏飞 黄磊,管理世界,2009-01-15,期刊,676,11167
663,中国贸易政策调整与出口结构变化分析:2006—2008,裴长洪,经济研究,2009-04-20,期刊,116,5446
664,住房特性、物业税与房价,况伟大,经济研究,2009-04-20,期刊,160,5857
665,贫困地区农户正规信贷市场低参与程度的经验解释,黄祖辉 刘西川 程恩江,经济研究,2009-04-20,期刊,139,3653
666,中国省际全要素能源效率变动分解——基于Malmquist指数的实证研究,屈小娥,数量经济技术经济研究,2009-08-05,期刊,178,2562
667,公司治理、自由现金流与非效率投资,徐晓东 张天西,财经研究,2009-10-03,期刊,281,3807
668,中国地级以上城市城市化质量特征及空间差异,韩增林 刘天宝,地理研究,2009-11-15,期刊,237,2933
669,能源效率与工业经济转型——基于中国1998～2007年行业数据的实证分析,唐玲 杨正林,数量经济技术经济研究,2009-10-05,期刊,126,2954
670,解析R&D投入和公司价值之间的关系,罗婷 朱青 李丹,金融研究,2009-06-25,期刊,220,3176
671,政治关系、制度环境与上市公司资本投资,陈运森 朱松,财经研究,2009-12-03,期刊,209,2946
672,宏观审慎监管与金融稳定,李妍,金融研究,2009-07-18,期刊,211,5060
673,金融发展、审计意见与上市公司融资约束,朱凯 陈信元,金融研究,2009-07-25,期刊,126,3453
674,中国城市与区域经济增长的扩散回流与市场区效应,柯善咨,经济研究,2009-08-20,期刊,81,3598
675,技术进步、技术效率与中国农业生产率增长——基于DEA的实证分析,周端明,数量经济技术经济研究,2009-12-05,期刊,124,2642
676,内部控制的有效性、审计师评价与企业绩效,张川 沈红波 高新梓,审计研究,2009-11-28,期刊,198,5887
677,国际碳金融市场:现状、问题与前景,曾刚 万志宏,国际金融研究,2009-10-12,期刊,205,5524
678,职业技能培训对农村居民非农收入的影响,王海港 黄少安 李琴 罗凤金,经济研究,2009-09-20,期刊,91,2843
679,政治联系、政治联系方式与民营上市公司的会计稳健性,杜兴强 雷宇 郭剑花,中国工业经济,2009-07-17,期刊,185,2716
680,房地产财富与消费:来自于家庭微观调查数据的证据,黄静 屠梅曾,管理世界,2009-07-15,期刊,197,4224
681,政治关联、多元化与企业风险——来自我国证券市场的经验证据,张敏 黄继承,管理世界,2009-07-15,期刊,264,5566
682,贸易自由化、要素分布和制造业集聚,邓慧慧,经济研究,2009-11-20,期刊,68,3317
683,投资者保护与公司现金持有,罗琦 秦国楼,金融研究,2009-10-25,期刊,94,2367
684,国有企业管理者激励效应研究——基于管理者权力的解释,吕长江 赵宇恒,管理世界,2008-11-15,期刊,592,7903
685,中国工业部门要素分配份额决定因素研究,白重恩 钱震杰 武康平,经济研究,2008-08-20,期刊,351,4857
686,中国外贸进出口商品中的内涵能源及其政策含义,陈迎 潘家华 谢来辉,经济研究,2008-07-20,期刊,351,4725
687,外商直接投资的知识溢出与中国区域经济增长,陈继勇 盛杨怿,经济研究,2008-12-20,期刊,249,5212
688,制度背景、股权性质与公司持有现金价值,杨兴全 张照南,经济研究,2008-12-20,期刊,192,4388
689,中国地方政府财政支出效率研究:1978—2005,陈诗一 张军,中国社会科学,2008-07-10,期刊,406,7500
690,外部冲击与中国的通货膨胀,中国经济增长与宏观稳定课题组 张平 刘霞辉 张晓晶 汪红驹,经济研究,2008-05-20,期刊,305,6922
691,企业社会责任与财务绩效关系的实证研究——利益相关者视角的面板数据分析,温素彬 方苑,中国工业经济,2008-10-17,期刊,690,11333
692,一个新的学科方向——物流金融的实践发展与理论综述,李毅学 汪寿阳 冯耕中,系统工程理论与实践,2010-01-15,期刊,184,9159
693,微网实验系统结构特征及控制模式分析,王成山 杨占刚 王守相 车延博,电力系统自动化,2010-01-10,期刊,237,2725
694,城市化、城乡收入差距与经济增长——基于我国省级面板数据的实证研究,曹裕 陈晓红 马跃如,统计研究,2010-03-15,期刊,292,7479
695,克鲁格曼的新经济地理研究及其意义,段学军 虞孝感 陆大道 Josef Nipper,地理学报,2010-02-15,期刊,74,5149
696,CLUE-S模型的改进与土地利用变化动态模拟——以张家界市永定区为例,吴桂平 曾永年 冯学智 肖鹏峰 王珂,地理研究,2010-03-15,期刊,86,2041
697,审计师行业专长与审计质量——来自财务舞弊公司的经验证据,刘文军 米莉 傅倞轩,审计研究,2010-01-28,期刊,152,4169
698,网络能力、资源获取与新企业绩效关系实证研究,朱秀梅 陈琛 蔡莉,管理科学学报,2010-04-15,期刊,122,3219
699,股权结构与企业R&D投入关系的实证研究——基于A股制造业上市公司的数据分析,任海云,中国软科学,2010-05-28,期刊,185,2447
700,基于结构方程模型的北京居住用地价格影响因素评价,武文杰 刘志林 张文忠,地理学报,2010-06-15,期刊,59,3560
701,中国城镇居民住房的需求与供给,邹至庄 牛霖琳,金融研究,2010-01-25,期刊,94,3078
702,低碳城市的评价方法与支撑体系研究,付允 刘怡君 汪云林,中国人口.资源与环境,2010-08-15,期刊,192,3251
703,低碳经济发展战略研究进展,赵志凌 黄贤金 赵荣钦 赖力,生态学报,2010-08-23,期刊,61,3040
704,环境绩效信息披露及其影响因素实证研究——来自我国上市公司社会责任报告的经验证据,何丽梅 侯涛,中国人口.资源与环境,2010-08-15,期刊,94,2545
705,企业风险管理理论的演进与展望,王稳 王东,审计研究,2010-07-28,期刊,152,8415
706,人民币汇率变动的不完全传递——基于非对称性视角的研究,曹伟 倪克勤,数量经济技术经济研究,2010-07-05,期刊,56,1488
707,战略性新兴产业的特征与政策导向研究,李晓华 吕铁,宏观经济研究,2010-09-18,期刊,293,5239
708,中国各地区隐性经济的规模、原因和影响,杨灿明 孙群力,经济研究,2010-04-20,期刊,46,2653
709,碳关税问题研究:背景、征收标准及应对措施,李平 李淑云 沈得芳,国际金融研究,2010-09-12,期刊,72,3085
710,流通业影响力与制造业结构调整,宋则 常东亮 丁宁,中国工业经济,2010-08-17,期刊,68,1236
711,中美商品贸易中的内涵碳分析及其政策含义,尹显萍 程茗,中国工业经济,2010-08-17,期刊,60,1098
712,领导情绪智力对员工组织认同、组织公民行为影响的跨层分析,唐春勇 潘妍,南开管理评论,2010-08-08,期刊,67,4944
713,贫困山区农户兼业行为及其居民点用地形态——基于重庆市云阳县568户农户调查,周婧 杨庆媛 信桂新 冯应斌 戴佩淇,地理研究,2010-10-15,期刊,60,1098
714,我国高新技术企业战略、资本结构与绩效关系研究,孔宁宁 张新民 唐杰,中国工业经济,2010-09-17,期刊,52,2804
715,非完全竞争市场、技术冲击和中国劳动就业——动态新凯恩斯主义视角,王君斌 王文甫,管理世界,2010-01-15,期刊,92,2424
716,中国城市居民的预防性储蓄行为研究,周绍杰,世界经济,2010-08-10,期刊,60,1349
717,会计师事务所合并的动因与经济后果:一个文献综述,李明辉 刘笑霞,审计研究,2010-09-28,期刊,75,3274
718,我国新能源发展障碍与应对:全球现状评述,闫强 陈毓川 王安建 王高尚 于汶加 陈其慎,地球学报,2010-10-15,期刊,89,3942
719,中国地方政府财政竞争行为特性识别:“兄弟竞争”与“父子争议”是否并存?,王美今 林建浩 余壮雄,管理世界,2010-03-15,期刊,86,2921
720,发展中大国农村剩余劳动力转移动因——一个理论模型及来自中国的经验证据,欧阳峣 张杰飞,中国农村经济,2010-09-30,期刊,50,2379
721,产权管制、制度行为与经济绩效——来自中国农业经济体制转轨的证据(1958～2005年),何一鸣 罗必良,中国农村经济,2010-10-30,期刊,47,1770
722,中原经济区的新型城镇化之路
 
            优先出版,王发曾,经济地理,2010-11-23 9:12,期刊,167,7289
723,对公司治理内涵的重新认识,郑志刚,金融研究,2010-08-25,期刊,46,3191
724,外包与技术转移:基于发展中国家异质性模仿的分析,张杰 李勇 刘志彪,经济学(季刊),2010-07-31,期刊,38,1982
725,契约执行效率与地区出口绩效差异——基于行业特征的经验分析,李坤望 王永进,经济学(季刊),2010-04-30,期刊,54,1333
726,基于环境污染的中国全要素能源效率研究,袁晓玲 张宝山 杨万平,中国工业经济,2009-02-17,期刊,260,4401
727,中国全要素生产率变动的再测算:1978～2007年,李宾 曾志雄,数量经济技术经济研究,2009-03-05,期刊,299,3746
728,管理层动机、会计政策选择与盈余管理——基于新会计准则下上市公司金融资产分类的实证研究,叶建芳 周兰 李丹蒙 郭琳,会计研究,2009-03-15,期刊,323,9775
729,基于AHP的企业内部控制模糊综合评价,韩传模 汪士果,会计研究,2009-04-15,期刊,269,4397
730,终极控制、自由现金流约束与公司绩效——基于我国民营上市公司的经验证据,杨淑娥 苏坤,会计研究,2009-04-15,期刊,157,3848
731,中国城市化进程中的电力需求预测,何晓萍 刘希颖 林艳苹,经济研究,2009-01-20,期刊,158,3907
732,智能电网技术体系探讨,林宇锋 钟金 吴复立,电网技术,2009-06-20,期刊,412,6181
733,企业国际化程度与绩效关系研究,杨忠 张骁,经济研究,2009-02-20,期刊,146,5101
734,股权激励会计处理及其经济后果分析——以伊利股份为例,吕长江 巩娜,会计研究,2009-05-15,期刊,122,8000
735,合作社:作为制度化进程的意外后果,熊万胜,社会学研究,2009-09-20,期刊,85,2170
736,会计信息质量、审计监督与公司投资效率——来自我国上市公司的经验证据,李青原,审计研究,2009-07-28,期刊,213,5566
737,中国上市公司资本结构的长期动态调整,王志强 洪艺珣,会计研究,2009-06-15,期刊,135,5319
738,供应链金融模式下的信用风险评价,熊熊 马佳 赵文杰 王小琰 张今,南开管理评论,2009-08-08,期刊,300,9069
739,中国能源效率波动:理论解释、数值模拟及政策含义,吴利学,经济研究,2009-05-20,期刊,96,3733
740,环境约束下的中国工业增长状况研究——基于Malmquist-Luenberger指数的实证分析,杨俊 邵汉华,数量经济技术经济研究,2009-09-05,期刊,152,1881
741,操纵性应计利润模型检测盈余管理能力的实证分析,黄梅 夏新平,南开管理评论,2009-10-08,期刊,248,5629
742,内部控制监督要素之应用性发展——基于风险导向的理论模型及其借鉴,韩洪灵 郭燕敏 陈汉文,会计研究,2009-08-15,期刊,144,3538
